name,title,file,id
Chet Atkins,Lion Sleeps Tonight,Chet Atkins_Lion Sleeps Tonight.npy,155
Beyoncé,Irreplaceable,Beyoncé_Irreplaceable.npy,276
María Dolores Pradera,Fina Estampa (En Vivo),María Dolores Pradera_Fina Estampa (En Vivo).npy,357
George Benson,Kisses in the Moonlight,George Benson_Kisses in the Moonlight.npy,358
Shel Silverstein,Invitation,Shel Silverstein_Invitation.npy,332
Bill Withers,Ain_t No Sunshine,Bill Withers_Ain_t No Sunshine.npy,359
LEA,"Immer wenn wir uns sehn ( Das schönste Mädchen der Welt , Soundtrack)","LEA_Immer wenn wir uns sehn ( Das schönste Mädchen der Welt , Soundtrack).npy",119
Ernest Ranglin,In the Rain,Ernest Ranglin_In the Rain.npy,55
Maria Dolores Pradera,La Noche De Mi Mal,Maria Dolores Pradera_La Noche De Mi Mal.npy,360
Billy Griffin,So Many Ways,Billy Griffin_So Many Ways.npy,343
Sarah McLachlan,Possession,Sarah McLachlan_Possession.npy,314
Ron Pope,I Don_t Mind If You Don_t Mind,Ron Pope_I Don_t Mind If You Don_t Mind.npy,112
Camilo Sesto,Has Nacido Libre,Camilo Sesto_Has Nacido Libre.npy,264
Cosmicity,Hold Me Now,Cosmicity_Hold Me Now.npy,361
Birocratic,"Sombre, Green","Birocratic_Sombre, Green.npy",350
David Nevue,Broken,David Nevue_Broken.npy,260
Frank Boeijen,Zeg Me Dat Het Niet Zo Is,Frank Boeijen_Zeg Me Dat Het Niet Zo Is.npy,1
Al Hirt,Green Hornet Theme (From the Greenway-20th Century-Fox TV Series _The Green Hornet_),Al Hirt_Green Hornet Theme (From the Greenway-20th Century-Fox TV Series _The Green Hornet_).npy,281
SEKAI NO OWARI,Habit,SEKAI NO OWARI_Habit.npy,65
Clint Black,Like the Rain,Clint Black_Like the Rain.npy,148
Ralph Stanley,I_ll Fly Away,Ralph Stanley_I_ll Fly Away.npy,362
Doris Day,Dream a Little Dream of Me,Doris Day_Dream a Little Dream of Me.npy,363
Sarah Vaughan,What a Difference a Day Makes,Sarah Vaughan_What a Difference a Day Makes.npy,73
Momus,Born to Be Adored,Momus_Born to Be Adored.npy,214
Pablo Vega,Intro,Pablo Vega_Intro.npy,279
Andrea Berg,Ich werde lächeln wenn Du gehst,Andrea Berg_Ich werde lächeln wenn Du gehst.npy,52
Kenny Chesney,There Goes My Life,Kenny Chesney_There Goes My Life.npy,255
Shawn Colvin,Never Saw Blue Like That,Shawn Colvin_Never Saw Blue Like That.npy,211
Sarah Vaughan,Whatever Lola Wants (Lola Gets),Sarah Vaughan_Whatever Lola Wants (Lola Gets).npy,73
Mac Dre,It_s Nothing,Mac Dre_It_s Nothing.npy,159
Ewan MacColl and Peggy Seeger,Ballad of the Carpenter,Ewan MacColl and Peggy Seeger_Ballad of the Carpenter.npy,364
James Horner,Becoming one of _The People_ Becoming one with Neytiri,James Horner_Becoming one of _The People_ Becoming one with Neytiri.npy,365
Loudon Wainwright III,Man & Dog,Loudon Wainwright III_Man & Dog.npy,302
Eros Ramazzotti,Una Emocion para Siempre,Eros Ramazzotti_Una Emocion para Siempre.npy,263
Zarah Leander,Davon geht die Welt nicht unter (From _Inglourious Basterds_),Zarah Leander_Davon geht die Welt nicht unter (From _Inglourious Basterds_).npy,366
Brian Crain,Midnight Blue,Brian Crain_Midnight Blue.npy,224
Richie Kotzen,High,Richie Kotzen_High.npy,272
Darin,Step Up,Darin_Step Up.npy,122
Harry Belafonte,Farewell To Arms,Harry Belafonte_Farewell To Arms.npy,23
Chris Isaak,Baby Did A Bad Bad Thing,Chris Isaak_Baby Did A Bad Bad Thing.npy,220
David Wilcox,Layin_ Pipe,David Wilcox_Layin_ Pipe.npy,229
Mark Isham,Family Theme,Mark Isham_Family Theme.npy,286
Chuck Loeb,Silver Star,Chuck Loeb_Silver Star.npy,201
Etta James,Next Door to the Blues,Etta James_Next Door to the Blues.npy,91
"Beth Hart, Joe Bonamassa",Your Heart Is As Black As Night,"Beth Hart, Joe Bonamassa_Your Heart Is As Black As Night.npy",367
George Benson,Nothing_s Gonna Change My Love for You,George Benson_Nothing_s Gonna Change My Love for You.npy,358
LeAnn Rimes,I Need You,LeAnn Rimes_I Need You.npy,226
Perry Como,And I Love You So,Perry Como_And I Love You So.npy,3
Nils Lofgren,Valentine,Nils Lofgren_Valentine.npy,77
Cyndi Lauper,She Bop,Cyndi Lauper_She Bop.npy,323
Banda Bassotti,Poliouchka Polie,Banda Bassotti_Poliouchka Polie.npy,199
Yanni,The Rain Must Fall,Yanni_The Rain Must Fall.npy,176
Camilo Sesto,Algo de Mí,Camilo Sesto_Algo de Mí.npy,264
Rick Springfield,Love Somebody (from  Hard to Hold  - Original Soundtrack),Rick Springfield_Love Somebody (from  Hard to Hold  - Original Soundtrack).npy,368
Michael W. Smith,Awesome God,Michael W. Smith_Awesome God.npy,197
SEKAI NO OWARI,Turquoise,SEKAI NO OWARI_Turquoise.npy,65
Gisselle,Voy a Quitarme el Anillo (Versión Balada),Gisselle_Voy a Quitarme el Anillo (Versión Balada).npy,47
Tom Harrell,Journey to the Stars,Tom Harrell_Journey to the Stars.npy,317
Philip Aaberg,Cinema Paradiso,Philip Aaberg_Cinema Paradiso.npy,369
Laura Nyro,Up on the Roof,Laura Nyro_Up on the Roof.npy,145
Mireille Mathieu,Santa Maria de la mer,Mireille Mathieu_Santa Maria de la mer.npy,257
Kenny Baker,Gold Rush,Kenny Baker_Gold Rush.npy,56
Clint Black,Nothin_ But The Taillights,Clint Black_Nothin_ But The Taillights.npy,148
Céline Dion,Beauty and the Beast (from the Soundtrack _Beauty and the Beast_),Céline Dion_Beauty and the Beast (from the Soundtrack _Beauty and the Beast_).npy,151
LEA,Treppenhaus,LEA_Treppenhaus.npy,119
Tony Bennett,Fly Me To The Moon,Tony Bennett_Fly Me To The Moon.npy,93
Sarah Geronimo,Very Special Love,Sarah Geronimo_Very Special Love.npy,230
Eric Carmen,Change Of Heart,Eric Carmen_Change Of Heart.npy,92
Keb, Mo__Life Is Beautiful,Keb_ Mo__Life Is Beautiful.npy,370
Curtis Macdonald,Always Remember,Curtis Macdonald_Always Remember.npy,371
Rick Springfield,What Kind of Fool Am I,Rick Springfield_What Kind of Fool Am I.npy,368
Eric Carmen,Never Gonna Fall in Love Again,Eric Carmen_Never Gonna Fall in Love Again.npy,92
kensuke ushio,Smells Blood,kensuke ushio_Smells Blood.npy,348
Houston Person,Just My Imagination,Houston Person_Just My Imagination.npy,161
James Cotton,How Long Can a Fool Go Wrong,James Cotton_How Long Can a Fool Go Wrong.npy,372
Matthew Sweet,Looking at the Sun,Matthew Sweet_Looking at the Sun.npy,2
Evelyn  Champagne  King,Kisses Don_t Lie,Evelyn  Champagne  King_Kisses Don_t Lie.npy,36
Syl Johnson,Don_t Do It,Syl Johnson_Don_t Do It.npy,262
Marcia Ball,Louella,Marcia Ball_Louella.npy,168
Daniel May,Twilight,Daniel May_Twilight.npy,299
Eddy Arnold,Monroe Unchained Melody,Eddy Arnold_Monroe Unchained Melody.npy,162
Ruby Braff,Keeping Out Of Mischeif Now,Ruby Braff_Keeping Out Of Mischeif Now.npy,307
Tracy Huang,似曾相識 (Remasterted) - Somewhere In Time,Tracy Huang_似曾相識 (Remasterted) - Somewhere In Time.npy,352
Nas,Nas Is Like,Nas_Nas Is Like.npy,193
Billy Griffin,Be with Me,Billy Griffin_Be with Me.npy,343
Paul Winter,Dolphin Morning,Paul Winter_Dolphin Morning.npy,190
Gisselle,Perfume De Mujer En Tu Camisa,Gisselle_Perfume De Mujer En Tu Camisa.npy,47
Lou Reed,The Gun,Lou Reed_The Gun.npy,320
Patti Smith,People Have the Power,Patti Smith_People Have the Power.npy,66
Eleni Mandell,My Twin,Eleni Mandell_My Twin.npy,373
Tori Amos,Crucify (Reworked Greatest Hits Version),Tori Amos_Crucify (Reworked Greatest Hits Version).npy,158
Zarah Leander,Der Wind hat mir ein Lied erzählt (From _La Habanera_),Zarah Leander_Der Wind hat mir ein Lied erzählt (From _La Habanera_).npy,366
Christine Lavin,Cold Pizza for Breakfast,Christine Lavin_Cold Pizza for Breakfast.npy,8
Wynton Marsalis,When It_s Sleepytime Down South,Wynton Marsalis_When It_s Sleepytime Down South.npy,374
Too $hort,The Ghetto,Too $hort_The Ghetto.npy,375
Alexandre Desplat,Lily_s Theme,Alexandre Desplat_Lily_s Theme.npy,376
Houston Person,Too Late Now,Houston Person_Too Late Now.npy,161
Dan Bern,Jerusalem,Dan Bern_Jerusalem.npy,377
Gustavo Cerati,Cactus,Gustavo Cerati_Cactus.npy,87
Nine Inch Nails,Head Like a Hole (Clay),Nine Inch Nails_Head Like a Hole (Clay).npy,85
Bessie Smith,Backwater Blues,Bessie Smith_Backwater Blues.npy,378
Stevie Ray Vaughan & Double Trouble,Pride and Joy,Stevie Ray Vaughan & Double Trouble_Pride and Joy.npy,21
David Archuleta,Afraid To Love,David Archuleta_Afraid To Love.npy,231
Pieta Brown,Bring Me,Pieta Brown_Bring Me.npy,53
Stevie Nicks,If Anyone Falls,Stevie Nicks_If Anyone Falls.npy,326
Patty Loveless,Lonely Too Long,Patty Loveless_Lonely Too Long.npy,204
Funky Destination,One Bratha to Another,Funky Destination_One Bratha to Another.npy,34
Melissa Ferrick,Careful,Melissa Ferrick_Careful.npy,117
Rod Stewart,My Heart Can_t Tell You No (2008 Remaster),Rod Stewart_My Heart Can_t Tell You No (2008 Remaster).npy,109
Liam Gallagher,One of Us,Liam Gallagher_One of Us.npy,236
Collide,Crushed,Collide_Crushed.npy,379
Lita Ford,Gotta Let Go,Lita Ford_Gotta Let Go.npy,297
José José,¿Y Quién Puede Ser ,José José_¿Y Quién Puede Ser .npy,380
Merle Haggard,That_s the Way Love Goes,Merle Haggard_That_s the Way Love Goes.npy,381
Matthew Sweet,Where You Get Love,Matthew Sweet_Where You Get Love.npy,2
John Gorka,Love Is Our Cross to Bear,John Gorka_Love Is Our Cross to Bear.npy,170
Eros Ramazzotti,Por Ti Me Casare,Eros Ramazzotti_Por Ti Me Casare.npy,263
Prudence Liew,午夜情 - Wu Ye Qing,Prudence Liew_午夜情 - Wu Ye Qing.npy,5
Andrea Berg,Du kannst noch nicht mal richtig lügen,Andrea Berg_Du kannst noch nicht mal richtig lügen.npy,52
Clint Black,A Better Man,Clint Black_A Better Man.npy,148
Shawn Colvin,When the Rainbow Comes,Shawn Colvin_When the Rainbow Comes.npy,211
Phil Collins,Another Day in Paradise,Phil Collins_Another Day in Paradise.npy,382
Reverend Gary Davis,Deep River,Reverend Gary Davis_Deep River.npy,105
Lisa Stansfield,You Can_t Deny It (US Version - Remastered),Lisa Stansfield_You Can_t Deny It (US Version - Remastered).npy,139
Anders Osborne,It Can_t Hurt you Anymore,Anders Osborne_It Can_t Hurt you Anymore.npy,313
Chris Isaak,You Owe Me Some Kind of Love,Chris Isaak_You Owe Me Some Kind of Love.npy,220
Greg Brown,Who Woulda Thunk It,Greg Brown_Who Woulda Thunk It.npy,54
Jimmy Buffett,He Went To Paris,Jimmy Buffett_He Went To Paris.npy,324
Harry Belafonte,Banana Boat (Day-O),Harry Belafonte_Banana Boat (Day-O).npy,23
Robert Earl Keen,Gringo Honeymoon,Robert Earl Keen_Gringo Honeymoon.npy,354
Ariel Pink,s Haunted Graffiti_Fright Night (Nevermore),Ariel Pink_s Haunted Graffiti_Fright Night (Nevermore).npy,383
Friedemann,Ich liebe es zu wandern,Friedemann_Ich liebe es zu wandern.npy,384
Rabih Abou-Khalil,Bushman In The Desert,Rabih Abou-Khalil_Bushman In The Desert.npy,385
James Horner,Rose,James Horner_Rose.npy,365
James Taylor,Her Town Too,James Taylor_Her Town Too.npy,213
Vanilla Ice,Ice Ice Baby,Vanilla Ice_Ice Ice Baby.npy,322
Madlib,Stepping Into Tomorrow,Madlib_Stepping Into Tomorrow.npy,209
Ben Folds,Rockin_ the Suburbs,Ben Folds_Rockin_ the Suburbs.npy,386
Billy Griffin,Serious,Billy Griffin_Serious.npy,343
Christopher Drake,Carol of the Bells (Joker_s Theme),Christopher Drake_Carol of the Bells (Joker_s Theme).npy,387
Vanilla Ice,Ice Ice Baby (as heard in the movie Step Brothers) (Re-Recorded),Vanilla Ice_Ice Ice Baby (as heard in the movie Step Brothers) (Re-Recorded).npy,322
Zarah Leander,Der Wind hat mir ein Lied erzählt,Zarah Leander_Der Wind hat mir ein Lied erzählt.npy,366
Norman Connors and The Starship Orchestra,Butterfly,Norman Connors and The Starship Orchestra_Butterfly.npy,388
Alanis Morissette,Reasons I Drink,Alanis Morissette_Reasons I Drink.npy,325
Chris Isaak,Life Will Go On,Chris Isaak_Life Will Go On.npy,220
Ween,It_s Gonna Be A Long Night,Ween_It_s Gonna Be A Long Night.npy,244
Banda Bassotti,Fischia Il Vento,Banda Bassotti_Fischia Il Vento.npy,199
Doja Cat,Paint The Town Red,Doja Cat_Paint The Town Red.npy,97
Curtis Macdonald,A Light That Shines for Us,Curtis Macdonald_A Light That Shines for Us.npy,371
Elmer Bernstein,Main Title Theme (Ghostbusters),Elmer Bernstein_Main Title Theme (Ghostbusters).npy,389
Peter Alexander,Die kleine Kneipe,Peter Alexander_Die kleine Kneipe.npy,70
Christine Lavin,Ooooooooooooooo,Christine Lavin_Ooooooooooooooo.npy,8
Dolly Parton,You Are,Dolly Parton_You Are.npy,310
John Vanderslice,Plymouth Rock,John Vanderslice_Plymouth Rock.npy,256
Jo Dee Messina,My Give A Damn_s Busted,Jo Dee Messina_My Give A Damn_s Busted.npy,192
Eddy Arnold,The Wayward Wind,Eddy Arnold_The Wayward Wind.npy,162
Jerry Rivera,Mi Libertad (with Special Guest_ Voltio),Jerry Rivera_Mi Libertad (with Special Guest_ Voltio).npy,74
John Michael Talbot,Hosea,John Michael Talbot_Hosea.npy,267
Patrick Bruel,Pas eu le temps,Patrick Bruel_Pas eu le temps.npy,156
Loudon Wainwright III,Grey In L.A.,Loudon Wainwright III_Grey In L.A..npy,302
Norman Connors,Invitation,Norman Connors_Invitation.npy,9
JoJo,Baby It_s You,JoJo_Baby It_s You.npy,390
Bob Mould,I Don_t Know You Anymore,Bob Mould_I Don_t Know You Anymore.npy,289
Céline Dion,Pour que tu m_aimes encore,Céline Dion_Pour que tu m_aimes encore.npy,151
Guy Clark,The Guitar,Guy Clark_The Guitar.npy,335
Basia,Baby You_re Mine,Basia_Baby You_re Mine.npy,312
Sarah Geronimo,Sino Nga Ba Siya,Sarah Geronimo_Sino Nga Ba Siya.npy,230
Glenn Miller,In the Mood,Glenn Miller_In the Mood.npy,288
Johnny Cash,A Boy Named Sue,Johnny Cash_A Boy Named Sue.npy,247
Ricky Van Shelton,Backroads,Ricky Van Shelton_Backroads.npy,12
Yanni,Aria (Bonus Track),Yanni_Aria (Bonus Track).npy,176
Neil Young,Heart of Gold (2009 Remaster),Neil Young_Heart of Gold (2009 Remaster).npy,15
Patrick Bruel,Ce monde-là,Patrick Bruel_Ce monde-là.npy,156
Eric Carmen,I_m Through With Love,Eric Carmen_I_m Through With Love.npy,92
Ace Frehley,Walkin’ on the Moon,Ace Frehley_Walkin’ on the Moon.npy,106
Trevor Morris,Killing Horik - King Ragnar,Trevor Morris_Killing Horik - King Ragnar.npy,319
Juan Gabriel,Hasta Que Te Conocí (En Vivo [Desde el Instituto Nacional de Bellas Artes]),Juan Gabriel_Hasta Que Te Conocí (En Vivo [Desde el Instituto Nacional de Bellas Artes]).npy,295
Barry Manilow,Could It Be Magic,Barry Manilow_Could It Be Magic.npy,29
Lita Ford,Back to the Cave,Lita Ford_Back to the Cave.npy,297
Emmylou Harris,Beneath Still Waters (2003 Remaster),Emmylou Harris_Beneath Still Waters (2003 Remaster).npy,165
Nine Inch Nails,We_re In This Together,Nine Inch Nails_We_re In This Together.npy,85
Nas,Ether,Nas_Ether.npy,193
Clint Black,A Good Run of Bad Luck,Clint Black_A Good Run of Bad Luck.npy,148
Ace Frehley,Rip It Out,Ace Frehley_Rip It Out.npy,106
Nelly Omar,Sur,Nelly Omar_Sur.npy,49
Andre Nickatina And Equipto,Y-U-Smilin,Andre Nickatina And Equipto_Y-U-Smilin.npy,391
Nine Inch Nails,Only,Nine Inch Nails_Only.npy,85
LiSA,Oath Sign,LiSA_Oath Sign.npy,273
Leo Kottke,Vaseline Machine Gun,Leo Kottke_Vaseline Machine Gun.npy,147
Ron Sexsmith,Maybe This Christmas,Ron Sexsmith_Maybe This Christmas.npy,6
kensuke ushio,"Buddy, Ryo","kensuke ushio_Buddy, Ryo.npy",348
Nine Inch Nails,Closer,Nine Inch Nails_Closer.npy,85
Phil Coulter,Whispering Hope,Phil Coulter_Whispering Hope.npy,41
Julio Jaramillo,No Me Toquen Ese Vals,Julio Jaramillo_No Me Toquen Ese Vals.npy,134
Chet Atkins,I_ll See You in My Dreams,Chet Atkins_I_ll See You in My Dreams.npy,155
Neil Young,Out on the Weekend (2009 Remaster),Neil Young_Out on the Weekend (2009 Remaster).npy,15
Alicia Keys,If I Ain_t Got You,Alicia Keys_If I Ain_t Got You.npy,340
Sarah Fimm,Don_t Let It Bring You Down,Sarah Fimm_Don_t Let It Bring You Down.npy,174
Tim McGraw,"I Like It, I Love It","Tim McGraw_I Like It, I Love It.npy",330
Richard Cheese,"My Neck, My Back","Richard Cheese_My Neck, My Back.npy",345
Ana Caram,La Cumbia,Ana Caram_La Cumbia.npy,293
Алла Пугачёва,"Любовь, похожая на сон","Алла Пугачёва_Любовь, похожая на сон.npy",30
Alan Jackson,Drive (For Daddy Gene),Alan Jackson_Drive (For Daddy Gene).npy,265
Pastor Troy,Riding Big Ho,Pastor Troy_Riding Big Ho.npy,25
RuPaul,Hustle That Cat,RuPaul_Hustle That Cat.npy,18
Brad Paisley,Letter to Me,Brad Paisley_Letter to Me.npy,392
Michael Jackson,Remember the Time,Michael Jackson_Remember the Time.npy,191
Alanis Morissette,Hand in My Pocket,Alanis Morissette_Hand in My Pocket.npy,325
Jimmy Buffett,A Pirate Looks At Forty,Jimmy Buffett_A Pirate Looks At Forty.npy,324
Renaud,Manu,Renaud_Manu.npy,81
Dionne Warwick,I Say a Little Prayer,Dionne Warwick_I Say a Little Prayer.npy,208
Rabih Abou-Khalil,Ziriab,Rabih Abou-Khalil_Ziriab.npy,385
Peter Tosh,Pick Myself Up (2002 Remaster),Peter Tosh_Pick Myself Up (2002 Remaster).npy,334
Bear McCreary,Valkyries,Bear McCreary_Valkyries.npy,153
Stephin Merritt,One April Day,Stephin Merritt_One April Day.npy,46
The Hit Crew,I Know What You Want,The Hit Crew_I Know What You Want.npy,31
Syl Johnson,Different Strokes,Syl Johnson_Different Strokes.npy,262
Roger Waters,Two Suns In the Sunset,Roger Waters_Two Suns In the Sunset.npy,59
Lita Ford,Shot of Poison,Lita Ford_Shot of Poison.npy,297
Seer,Nie mehr ohne di sein,Seer_Nie mehr ohne di sein.npy,344
kensuke ushio,D.V.M.N. (Theme from  DEVILMAN crybaby ),kensuke ushio_D.V.M.N. (Theme from  DEVILMAN crybaby ).npy,348
Jim Lauderdale,Listen,Jim Lauderdale_Listen.npy,57
Ewan MacColl,The Shoals of Herring,Ewan MacColl_The Shoals of Herring.npy,258
Jimmy Buffett,Cheeseburger In Paradise,Jimmy Buffett_Cheeseburger In Paradise.npy,324
Shel Silverstein,The Unicorn,Shel Silverstein_The Unicorn.npy,332
Tuff,Lonely Lucy,Tuff_Lonely Lucy.npy,285
Ani DiFranco,32 Flavors,Ani DiFranco_32 Flavors.npy,103
Yanni,Love Is All,Yanni_Love Is All.npy,176
Tanya Tucker,Down To My Last Teardrop,Tanya Tucker_Down To My Last Teardrop.npy,113
B! Machine,Un-deceived,B! Machine_Un-deceived.npy,202
kensuke ushio,Night Hawk,kensuke ushio_Night Hawk.npy,348
Josh Groban,Bring Him Home (from _Les Misérables_),Josh Groban_Bring Him Home (from _Les Misérables_).npy,207
Alan Jackson,Remember When,Alan Jackson_Remember When.npy,265
Stephin Merritt,Not One Of Us,Stephin Merritt_Not One Of Us.npy,46
Beyoncé,If I Were a Boy,Beyoncé_If I Were a Boy.npy,276
Otis Rush,All Your Love,Otis Rush_All Your Love.npy,88
Mary Chapin Carpenter,Down at the Twist and Shout,Mary Chapin Carpenter_Down at the Twist and Shout.npy,355
Maria Dolores Pradera,Limeña,Maria Dolores Pradera_Limeña.npy,360
Stevie Ray Vaughan & Double Trouble,Voodoo Child (Slight Return),Stevie Ray Vaughan & Double Trouble_Voodoo Child (Slight Return).npy,21
Peter Alexander,Der Papa wird_s schon richten,Peter Alexander_Der Papa wird_s schon richten.npy,70
Los Planetas,Un Buen Dia,Los Planetas_Un Buen Dia.npy,393
Jason Upton,Freedom Reigns,Jason Upton_Freedom Reigns.npy,341
Too $hort,Blow the Whistle,Too $hort_Blow the Whistle.npy,375
Phaeleh,A World Without,Phaeleh_A World Without.npy,249
Jonathan Butler,Pata Pata,Jonathan Butler_Pata Pata.npy,394
Kid 606,Yr Inside the Smallest Rave on Earth,Kid 606_Yr Inside the Smallest Rave on Earth.npy,395
Paul Simon,50 Ways to Leave Your Lover,Paul Simon_50 Ways to Leave Your Lover.npy,140
Robert Pollard,Miles Under the Skin,Robert Pollard_Miles Under the Skin.npy,215
Joaquin Sabina,Contigo,Joaquin Sabina_Contigo.npy,396
LeAnn Rimes,Please Remember,LeAnn Rimes_Please Remember.npy,226
Alicia Keys,No One,Alicia Keys_No One.npy,340
B! Machine,Door Inside a Door,B! Machine_Door Inside a Door.npy,202
Leo Kottke,Machine #2,Leo Kottke_Machine #2.npy,147
Peter Breiner,Main Theme (Vocal),Peter Breiner_Main Theme (Vocal).npy,397
Lonnie Brooks,Sweet Home Chicago,Lonnie Brooks_Sweet Home Chicago.npy,198
David Bromberg,Sharon,David Bromberg_Sharon.npy,287
Collide,Transfer,Collide_Transfer.npy,379
Greg Brown,Worrisome Years,Greg Brown_Worrisome Years.npy,54
Andre Nickatina And Equipto,Ate Miles From The City Of Dope,Andre Nickatina And Equipto_Ate Miles From The City Of Dope.npy,391
Sam Cooke,A Change Is Gonna Come,Sam Cooke_A Change Is Gonna Come.npy,398
Anders Osborne,Standing With Angels,Anders Osborne_Standing With Angels.npy,313
Travis Tritt,Best of Intentions,Travis Tritt_Best of Intentions.npy,99
Roy Orbison,I Drove All Night (2022 Remaster),Roy Orbison_I Drove All Night (2022 Remaster).npy,292
Coolio,I Like Girls,Coolio_I Like Girls.npy,120
DJ Assault,Gel-n-Weave,DJ Assault_Gel-n-Weave.npy,303
Joe Satriani,Nineteen Eighty,Joe Satriani_Nineteen Eighty.npy,123
JoJo,Too Little Too Late,JoJo_Too Little Too Late.npy,390
Norman Connors and The Starship Orchestra,This Is Your Life,Norman Connors and The Starship Orchestra_This Is Your Life.npy,388
Сергей Лазарев,Снег в океане,Сергей Лазарев_Снег в океане.npy,328
Los Planetas,Que Puedo Hacer,Los Planetas_Que Puedo Hacer.npy,393
Ayreon,Day Two_ Isolation,Ayreon_Day Two_ Isolation.npy,245
Martina McBride,I_m Gonna Love You Through It,Martina McBride_I_m Gonna Love You Through It.npy,116
Stefano Guzzetti,Secret Lovers,Stefano Guzzetti_Secret Lovers.npy,399
Doris Day,"Perhaps, Perhaps, Perhaps","Doris Day_Perhaps, Perhaps, Perhaps.npy",363
Bill Staines,A Place In the Choir,Bill Staines_A Place In the Choir.npy,169
Michael Hedges,Ursa Major,Michael Hedges_Ursa Major.npy,291
Cuco Sánchez,Cama de Piedra,Cuco Sánchez_Cama de Piedra.npy,270
Sara Evans,A Little Bit Stronger,Sara Evans_A Little Bit Stronger.npy,82
Richie Kotzen,The Damned,Richie Kotzen_The Damned.npy,272
Merle Haggard,My Favorite Memory,Merle Haggard_My Favorite Memory.npy,381
David Nevue,Overcome,David Nevue_Overcome.npy,260
Sara K.,I Can_t Stand the Rain,Sara K._I Can_t Stand the Rain.npy,277
Mireille Mathieu,La Paloma ade,Mireille Mathieu_La Paloma ade.npy,257
Tinsley Ellis,Devil In The Room,Tinsley Ellis_Devil In The Room.npy,75
Tori Amos,God,Tori Amos_God.npy,158
Jo Dee Messina,"Heads Carolina, Tails California","Jo Dee Messina_Heads Carolina, Tails California.npy",192
David Allan Coe,"Willie, Waylon And Me","David Allan Coe_Willie, Waylon And Me.npy",13
Bob Dylan,Tangled up in Blue,Bob Dylan_Tangled up in Blue.npy,223
Barbara Cook,Till There Was You,Barbara Cook_Till There Was You.npy,24
Carole King,Jazzman,Carole King_Jazzman.npy,182
Beth Hart,Tell Her You Belong To Me (Radio Edit),Beth Hart_Tell Her You Belong To Me (Radio Edit).npy,40
Lynn Miles,We_ll Look for Stars,Lynn Miles_We_ll Look for Stars.npy,280
Kina Grannis,Iris,Kina Grannis_Iris.npy,7
Barry Manilow,Copacabana (At the Copa) (Long Version),Barry Manilow_Copacabana (At the Copa) (Long Version).npy,29
Duke Robillard,Outta Here,Duke Robillard_Outta Here.npy,177
Ann Hampton Callaway,Lullaby Of Birdland,Ann Hampton Callaway_Lullaby Of Birdland.npy,234
YoungBoy Never Broke Again,Untouchable,YoungBoy Never Broke Again_Untouchable.npy,240
Wolfgang Ambros,Zwickt_s mi (österr. Originalversion),Wolfgang Ambros_Zwickt_s mi (österr. Originalversion).npy,308
Hound Dog Taylor,Sadie,Hound Dog Taylor_Sadie.npy,141
Chelsea Wolfe,Unseen World,Chelsea Wolfe_Unseen World.npy,94
Bill Staines,Show Me The Road,Bill Staines_Show Me The Road.npy,169
Johnny Cash,God_s Gonna Cut You Down,Johnny Cash_God_s Gonna Cut You Down.npy,247
Julio Jaramillo,Rondando Tu Esquina,Julio Jaramillo_Rondando Tu Esquina.npy,134
Eddy Arnold,Dream,Eddy Arnold_Dream.npy,162
Ana Belén,Derroche (Nueva Version),Ana Belén_Derroche (Nueva Version).npy,78
Ray Stevens,The Streak,Ray Stevens_The Streak.npy,282
Robert Pollard,Feel Not Crushed,Robert Pollard_Feel Not Crushed.npy,215
Zarah Leander,Davon geht die Welt nicht unter,Zarah Leander_Davon geht die Welt nicht unter.npy,366
Beyoncé,Love On Top,Beyoncé_Love On Top.npy,276
Taylor Dayne,Can_t Get Enough of Your Love,Taylor Dayne_Can_t Get Enough of Your Love.npy,306
YoungBoy Never Broke Again,Boat,YoungBoy Never Broke Again_Boat.npy,240
Roy Orbison,You Got It,Roy Orbison_You Got It.npy,292
Bill Staines,The Roseville Fair,Bill Staines_The Roseville Fair.npy,169
Natalie MacMaster,Get Me Through December,Natalie MacMaster_Get Me Through December.npy,28
Jerry Rivera,Casi un Hechizo,Jerry Rivera_Casi un Hechizo.npy,74
Robert Pollard,Get Under It,Robert Pollard_Get Under It.npy,215
Roger Whittaker,Wenn es dich noch gibt,Roger Whittaker_Wenn es dich noch gibt.npy,188
Lynn Miles,Johnny Without June,Lynn Miles_Johnny Without June.npy,280
Jackie Wilson,Baby Workout,Jackie Wilson_Baby Workout.npy,144
Sara Evans,Cheatin_,Sara Evans_Cheatin_.npy,82
Regine Velasquez,You_ve Made Me Stronger,Regine Velasquez_You_ve Made Me Stronger.npy,125
Wolfgang Petry,Wahnsinn (2021 Remastered),Wolfgang Petry_Wahnsinn (2021 Remastered).npy,39
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston_I Wanna Dance with Somebody (Who Loves Me).npy,107
Koko Taylor,Born Under A Bad Sign,Koko Taylor_Born Under A Bad Sign.npy,180
Chris Isaak,Wicked Game,Chris Isaak_Wicked Game.npy,220
Ron Pope,Tightrope,Ron Pope_Tightrope.npy,112
Dan Fogelberg,Run for the Roses,Dan Fogelberg_Run for the Roses.npy,4
Lonnie Brooks,Trading Post,Lonnie Brooks_Trading Post.npy,198
Neil Sedaka,Calendar Girl,Neil Sedaka_Calendar Girl.npy,400
